Location,size,Area,Price,area_per_bhk,price_per_area
Chromepet,2,900,5400000,450.0,6000.0
Chromepet,2,855,5130000,427.5,6000.0
Chromepet,2,802,4812000,401.0,6000.0
Chromepet,2,814,5255000,407.0,6455.773955773956
Chromepet,2,822,6583000,411.0,8008.5158150851585
Chromepet,2,868,3285000,434.0,3784.5622119815666
Chromepet,2,990,5104000,495.0,5155.555555555556
Chromepet,2,910,7320000,455.0,8043.956043956044
Chromepet,2,880,3159000,440.0,3589.7727272727275
Chromepet,2,860,4083000,430.0,4747.674418604651
Chromepet,3,1240,12400000,413.3333333333333,10000.0
Chromepet,2,930,4283000,465.0,4605.376344086021
Chromepet,2,880,5250000,440.0,5965.909090909091
Chromepet,2,860,6372000,430.0,7409.302325581395
Chromepet,2,1150,2827000,575.0,2458.2608695652175
Chromepet,2,822,5150000,411.0,6265.206812652068
Chromepet,2,990,3400000,495.0,3434.343434343434
East Tambaram,2,906,5889000,453.0,6500.0
East Tambaram,2,942,6123000,471.0,6500.0
East Tambaram,2,1008,6552000,504.0,6500.0
East Tambaram,3,1197,7780000,399.0,6499.582289055973
East Tambaram,2,1013,6584000,506.5,6499.506416584402
East Tambaram,3,1102,7163000,367.3333333333333,6500.0
East Tambaram,2,913,5934000,456.5,6499.452354874042
East Tambaram,2,952,5712000,476.0,6000.0
East Tambaram,2,796,4776000,398.0,6000.0
East Tambaram,3,1270,7620000,423.3333333333333,6000.0
East Tambaram,2,930,5580000,465.0,6000.0
East Tambaram,2,897,5382000,448.5,6000.0
East Tambaram,2,954,4500000,477.0,4716.981132075472
East Tambaram,2,765,4999000,382.5,6534.640522875817
East Tambaram,2,819,4999000,409.5,6103.785103785104
East Tambaram,2,775,2999000,387.5,3869.6774193548385
Egmore,3,1970,28000000,656.6666666666666,14213.197969543147
Egmore,3,1523,24300000,507.6666666666667,15955.351280367695
Egmore,3,1594,25500000,531.3333333333334,15997.490589711419
Egmore,3,1651,26500000,550.3333333333334,16050.878255602665
Egmore,3,1631,26000000,543.6666666666666,15941.140404659718
Egmore,3,1636,26500000,545.3333333333334,16198.044009779951
Egmore,3,1651,26500000,550.3333333333334,16050.878255602665
Egmore,3,1631,26000000,543.6666666666666,15941.140404659718
Egmore,3,1636,26500000,545.3333333333334,16198.044009779951
Egmore,3,1651,26500000,550.3333333333334,16050.878255602665
Egmore,3,1631,26000000,543.6666666666666,15941.140404659718
Egmore,2,1704,31000000,852.0,18192.4882629108
Egmore,3,1415,18500000,471.6666666666667,13074.204946996466
Egmore,2,1325,24900000,662.5,18792.45283018868
Egmore,3,1341,24400000,447.0,18195.37658463833
Egmore,3,1526,10000000,508.6666666666667,6553.07994757536
Egmore,3,1263,7113000,421.0,5631.828978622328
Egmore,3,1526,7200000,508.6666666666667,4718.217562254259
Gowrivakkam,2,821,4695000,410.5,5718.63580998782
Gowrivakkam,2,921,5267000,460.5,5718.783930510315
Gowrivakkam,3,1229,7028000,409.6666666666667,5718.4703010577705
Gowrivakkam,2,892,5101000,446.0,5718.609865470852
Gowrivakkam,1,629,3597000,629.0,5718.600953895071
Gowrivakkam,2,1002,6600000,501.0,6586.826347305389
Gowrivakkam,2,1048,5710000,524.0,5448.473282442748
Gowrivakkam,2,1048,5710000,524.0,5448.473282442748
Guduvancheri,2,894,3500000,447.0,3914.9888143176736
Guduvancheri,2,909,3409000,454.5,3750.27502750275
Guduvancheri,2,861,3242000,430.5,3765.389082462253
Guduvancheri,2,780,2496000,390.0,3200.0
Guduvancheri,2,838,3300000,419.0,3937.947494033413
Guduvancheri,2,1057,4386000,528.5,4149.479659413434
Guduvancheri,2,938,3500000,469.0,3731.3432835820895
Guduvancheri,2,1024,3584000,512.0,3500.0
Guduvancheri,2,980,3429999,490.0,3499.998979591837
Guduvancheri,2,1033,3615000,516.5,3499.5159728944823
Guduvancheri,2,1033,3615000,516.5,3499.5159728944823
Guduvancheri,2,1033,3615000,516.5,3499.5159728944823
Guduvancheri,2,893,3039000,446.5,3403.1354983202687
Guduvancheri,2,1053,5800000,526.5,5508.072174738842
Guduvancheri,3,1090,6200000,363.3333333333333,5688.073394495413
Guduvancheri,2,861,3153000,430.5,3662.020905923345
Guduvancheri,2,894,3500000,447.0,3914.9888143176736
Guduvancheri,2,901,3500000,450.5,3884.5726970033297
Guduvancheri,2,1000,4791000,500.0,4791.0
Guduvancheri,2,1000,3536000,500.0,3536.0
Guduvancheri,2,780,5712000,390.0,7323.076923076923
Guduvancheri,2,1600,5951000,800.0,3719.375
Guduvancheri,2,792,8800000,396.0,11111.111111111111
Guduvancheri,2,982,8000000,491.0,8146.639511201629
Guduvancheri,2,947,4500000,473.5,4751.847940865892
Guduvancheri,2,821,3499000,410.5,4261.875761266748
Guduvancheri,2,828,4800000,414.0,5797.101449275362
Guduvancheri,2,904,4400000,452.0,4867.256637168141
Guduvancheri,2,903,4226000,451.5,4679.955703211517
Guindy,3,1500,8500000,500.0,5666.666666666667
Guindy,2,930,5527000,465.0,5943.010752688172
Guindy,3,1850,19000000,616.6666666666666,10270.27027027027
Guindy,3,1850,19500000,616.6666666666666,10540.54054054054
Guindy,3,1850,6000000,616.6666666666666,3243.2432432432433
Guindy,3,1850,18500000,616.6666666666666,10000.0
Guindy,3,1850,19200000,616.6666666666666,10378.378378378378
Guindy,3,1850,19000000,616.6666666666666,10270.27027027027
Guindy,3,1850,8000000,616.6666666666666,4324.324324324324
Guindy,3,1850,8100000,616.6666666666666,4378.378378378378
